,영업상태코드,소재지면적,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),lon,lat,도시
6072,1,9542.0,서울특별시 강남구 삼성로 431 (대치동),이비스스타일앰배서더강남,관광호텔,204976.284445723,444767.617235233,127.05417846052276,37.50511145426723,서울특별시
6073,1,1754.16,서울특별시 강남구 강남대로92길 13 지상1~10층 (역삼동),더제리스플래닛호텔,관광호텔,202451.742958279,444092.87549641,127.02562461810267,37.49904201828512,서울특별시
6074,1,944.0,서울특별시 강남구 테헤란로28길 3-8 (역삼동),펠리스,여관업,203403.958035024,444303.258173666,127.03639391023704,37.50093461160589,서울특별시
6075,1,2096.01,서울특별시 강남구 논현로 647 지상2층3층4층 (논현동),힐탑관광호텔,관광호텔,202708.424437436,445478.950854571,127.02853233916834,37.51152982820552,서울특별시
6076,1,1740.0,서울특별시 강남구 테헤란로33길 6-11 (역삼동),호텔스타프리미어 역삼,여관업,203497.925,444499.025,127.0374574968801,37.50269812284857,서울특별시
6077,1,646.7,서울특별시 강남구 테헤란로10길 5 (역삼동),호텔 소울하다,관광호텔,202800.634114449,444058.465089517,127.02957000414077,37.49873101339156,서울특별시
6078,1,333.3,서울특별시 강남구 테헤란로33길 13-8 (역삼동),화이트모텔,여관업,203337.196235346,444489.700861753,127.0356397296128,37.50261469602639,서울특별시
6079,1,1912.0,서울특별시 강남구 테헤란로25길 6-13 (역삼동),베니키아 노블레스,관광호텔,203095.187072133,444354.430359109,127.03290222729349,37.50139673690092,서울특별시
6080,1,1047.0,서울특별시 강남구 논현로 548 (역삼동),엠유엘호텔,여관업,203049.773186505,444765.332557321,127.03239030512142,37.50509910584533,서울특별시
6081,1,10789.37,서울특별시 강남구 언주로 517 지상4~14층 (역삼동 KT영동지사 호텔동),신라스테이 역삼,관광호텔,203578.799034139,444715.394917107,127.03837315695161,37.50464730727603,서울특별시
6082,1,6446.42,서울특별시 강남구 봉은사로 134 2~16층 (역삼동),도미인 서울 강남,관광호텔,202535.919022141,444822.174971826,127.02657899146728,37.50561277280215,서울특별시
6083,1,1335.0,서울특별시 강남구 선릉로86길 43 (대치동),프린스,일반호텔,204625.666457606,444668.916070318,127.05021248661569,37.50422395718269,서울특별시
6084,1,107147.38,서울특별시 강남구 테헤란로 521 (삼성동),그랜드인터컨티넨탈서울 파르나스,관광호텔,205314.159889285,445204.709309676,127.05800282759333,37.50904778291387,서울특별시
6085,1,45719.65,서울특별시 강남구 봉은사로 524 (삼성동 코엑스인터컨티넨탈 서울),인터컨티넨탈 서울 코엑스,관광호텔,205130.591678902,445590.096837802,127.0559292832903,37.512521137011326,서울특별시
6086,1,4750.95,서울특별시 강남구 삼성로96길 20 (삼성동),호텔유리앤,관광호텔,205020.248732302,445191.129756305,127.05467853341888,37.50892705563205,서울특별시
6087,1,4158.77,서울특별시 강남구 봉은사로 143 (논현동 지상234561213(각층전체)),강남패밀리 호텔,숙박업(생활),202596.666692428,444917.728061158,127.02726635921573,37.506473539401014,서울특별시
6088,1,1073.59,서울특별시 강남구 테헤란로37길 13-8 1~6층 (역삼동 디엔에스리치빌),인더시티호스텔(INN THE city hostel),관광호텔,203467.667642123,444535.854061853,127.03711547843314,37.5030300639859,서울특별시
6089,1,2303.81,서울특별시 강남구 테헤란로37길 13-10 지상3~14층 (역삼동 호텔리치웰),리치웰호텔,관광호텔,203451.550821003,444529.420299492,127.03693317845125,37.50297215515202,서울특별시
6090,1,1215.38,서울특별시 강남구 영동대로 737 (청담동),호텔리베라,관광호텔,204714.758457103,446852.078363788,127.0512338770348,37.52389372290785,서울특별시
6091,1,6727.24,서울특별시 강남구 영동대로 736 지상3~15층 (청담동 aloft HOTELS),알로프트서울강남호텔(Aloft Seoul Gangnam Hotel),관광호텔,204850.302981167,446835.931404503,127.05276711540486,37.523747546772,서울특별시
6092,1,1999.02,서울특별시 강남구 테헤란로28길 3-6 (역삼동),아드리게호텔,일반호텔,203390.31649625,444298.028711653,127.03623961431843,37.500887543453146,서울특별시
6093,1,1295.06,서울특별시 강남구 테헤란로27길 10 (역삼동 외2필지),M호텔,일반호텔,203322.107730881,444444.114156804,127.03546888794423,37.50220401396916,서울특별시
6094,1,3611.3,서울특별시 강남구 논현로 66 지상2~지상8층 (개포동 데님관광호텔),호텔데님(Hotel Denim),관광호텔,204053.596300672,441557.179656218,127.04372579836088,37.47618986019083,서울특별시
6095,1,1760.39,서울특별시 강남구 테헤란로16길 11 (역삼동),렉시호텔,여관업,202935.692291955,444067.123960827,127.0310973672759,37.498808619806695,서울특별시
6097,1,1720.0,서울특별시 강남구 언주로87길 50 (역삼동),호텔 린,여관업,203391.012509218,444277.051568245,127.0362473907085,37.50069853720918,서울특별시
6098,1,446.64,서울특별시 강남구 선릉로127길 5-3 (논현동1234층(446.64)),청아장여관,일반호텔,203590.235358774,445905.425627399,127.03850820078186,37.515369404845444,서울특별시
6099,1,1933.0,서울특별시 강남구 테헤란로38길 7 (역삼동),호텔베리식스,여관업,203617.800292805,444366.103694888,127.03881255765782,37.501500050856436,서울특별시
6100,1,420.0,서울특별시 강남구 선릉로90길 62 서원빌딩 345층 (대치동),스텔라 호스텔,관광호텔,204719.15931343,444786.150912491,127.05127058598224,37.50527977392389,서울특별시
6101,1,7038.25,서울특별시 강남구 봉은사로 113 지상2~18층 (논현동 호텔 더 디자이너스 강남 프리미어),호텔더디자이너스리즈강남프리미어,관광호텔,202216.49544588,444777.28718022,127.02296627027286,37.5052091343274,서울특별시
6102,1,309.01,서울특별시 강남구 봉은사로113길 23 (삼성동),호텔라엠 HOTEL La M,여관업,205747.294111221,446070.26809088,127.06290836238568,37.51684387090362,서울특별시
6103,1,2295.6,서울특별시 강남구 학동로 117 지상3~8층 (논현동 호텔 포레힐(HOTEL FOREHEAL)),호텔 포레힐(HOTEL FOREHEAL),관광호텔,202019.609786891,445542.15986245,127.02074159423613,37.51210105485966,서울특별시
6104,1,763.02,서울특별시 강남구 강남대로112길 11 지상1층~지상5층 (논현동),케이 그랜드 호스텔 강남 1,관광호텔,202161.235372399,444814.440071409,127.02234140377992,37.50554400819605,서울특별시
6105,1,4944.75,서울특별시 강남구 테헤란로87길 9 지상3~19층 (삼성동),호텔페이토삼성,관광호텔,205121.655,445138.69,127.05582509926037,37.50845402523233,서울특별시
6106,1,1761.16,서울특별시 강남구 테헤란로2길 37 (역삼동),호텔 시애틀,여관업,202581.453379878,443739.168275263,127.02709026798105,37.495854775265876,서울특별시
6107,1,2074.03,서울특별시 강남구 언주로87길 10 (역삼동),호텔마리,여관업,203653.874941847,444379.975419693,127.03922059691261,37.501624895380914,서울특별시
6108,1,1998.0,서울특별시 강남구 언주로89길 13 (역삼동),사월호텔,일반호텔,203629.608239171,444388.885321093,127.03894620520131,37.501705267421706,서울특별시
6109,1,1999.86,서울특별시 강남구 언주로89길 21 1~10층 (역삼동),카파쓰호텔,관광호텔,203566.634592836,444370.566836892,127.03823394118719,37.501540459104284,서울특별시
6110,1,1177.89,서울특별시 강남구 논현로 74-1 2~8층 (개포동),호텔컬리넌 개포,관광호텔,203992.231656458,441630.077624843,127.04303244257315,37.476846935169476,서울특별시
6111,1,1829.01,서울특별시 강남구 테헤란로37길 13-13 (역삼동),녹스 부띠끄 관광호텔,관광호텔,203444.744001988,444499.100403656,127.03685605870153,37.50269899839296,서울특별시
6113,1,843.57,서울특별시 강남구 봉은사로 409 (삼성동),호텔클릭,일반호텔,203887.955,445407.48,127.041873174423,37.51088174721338,서울특별시
6114,1,979.28,서울특별시 강남구 강남대로112길 20 지하1~지상6층 (논현동),왈츠호텔,일반호텔,202235.26618266,444811.276333113,127.02317866111616,37.50551533193735,서울특별시
6115,1,17232.7,서울특별시 강남구 테헤란로 415 1층9층~27층 (삼성동 L7 HOTELS 강남타워),(주)호텔롯데 L7 강남,관광호텔,204488.365267013,444832.873128843,127.04866066415941,37.50570187430903,서울특별시
6116,1,9145.46,서울특별시 강남구 테헤란로 610 호텔 글래드 강남 코엑스센터 지상2층~20층 (대치동),글래드강남코엑스센터호텔,관광호텔,205636.367492511,445183.035278769,127.06164690511599,37.50885061265118,서울특별시
6117,1,183.19,서울특별시 강남구 언주로94길 13 (역삼동),블랑호텔 강남점,여관업,203757.96454122,444700.323000452,127.04039936587097,37.5045108105109,서울특별시
6118,1,761.4,서울특별시 강남구 테헤란로77길 11-20 지상234층 (삼성동),씨네마,여관업,204602.069126354,444958.731925491,127.04994739988982,37.50683530720335,서울특별시
6119,1,661.08,서울특별시 강남구 테헤란로33길 13-12 (역삼동),더뮤즈,여관업,203314.736574086,444480.446079394,127.03538568652974,37.50253138991283,서울특별시
6120,1,2535.04,서울특별시 강남구 봉은사로 155 3~16층 (논현동),호텔카푸치노(Hotel Cappuccino),관광호텔,202713.81010796,444963.003980538,127.02859139617412,37.50688114572789,서울특별시
6121,1,1788.0,서울특별시 강남구 테헤란로2길 31 (역삼동),비엔엔(BNN)호텔,숙박업 기타,202565.378288512,443778.544957976,127.02690862071135,37.496209602544624,서울특별시
6122,1,5202.24,서울특별시 강남구 영동대로 618 3층~18층 (삼성동),호텔 인 나인,관광호텔,205230.860541362,445942.050995741,127.05706587208212,37.515691674780825,서울특별시
6123,1,1485.03,서울특별시 강남구 도산대로 419 5층6층7층 (청담동),호텔리베라 아노블리,관광호텔,203610.123149101,446848.654294053,127.03873770389444,37.52386777683745,서울특별시
6124,1,16896.64,서울특별시 강남구 논현로 854 지상3층~17층 (신사동),안다즈 서울 강남(Andaz Seoul Gangnam),관광호텔,202482.216634599,447020.420866992,127.02597885995469,37.52541902867712,서울특별시
6125,1,9749.43,서울특별시 강남구 도산대로 144 (논현동),보코서울강남,숙박업(생활),,,inf,inf,서울특별시
6126,1,7288.47,서울특별시 강남구 영동대로 506 유니온타 4~17층 (삼성동),신라스테이 삼성,관광호텔,205513.023202982,445316.784823869,127.06025284731253,37.510056427765626,서울특별시
6127,1,3221.99,서울특별시 강남구 언주로 506 역삼 아르누보씨티 5781012131617층 (역삼동),역삼아르누보씨티호텔앤레지던스,숙박업(생활),203716.938085702,444579.034008591,127.0399347731443,37.50341816236591,서울특별시
6128,1,2752.62,서울특별시 강남구 논현로 736 2~12층 (논현동),파티오세븐(PATIO7),관광호텔,202516.646578688,446175.67162737,127.02636553807186,37.517807786562365,서울특별시
6129,1,1066.32,서울특별시 강남구 테헤란로28길 3-4 지상3~8층 (역삼동),블루밍하우스,일반호텔,203376.74844496,444292.694242741,127.03608614919038,37.50083952872436,서울특별시
6131,1,460.16,서울특별시 강남구 테헤란로28길 3-4 지상91011층 (역삼동),블루밍하우스,숙박업(생활),203376.74844496,444292.694242741,127.03608614919038,37.50083952872436,서울특별시
6132,1,2281.01,서울특별시 강남구 언주로 506 (역삼동 지상5781012131617층(각층전체)역삼아르누보씨티),역삼아르누보씨티,숙박업(생활),203716.938085702,444579.034008591,127.0399347731443,37.50341816236591,서울특별시
6133,1,849.94,서울특별시 강남구 도산대로1길 61 (신사동),리츠,여관업,201604.241620989,446494.690970651,127.01604548605351,37.52068411010082,서울특별시
6134,1,538.25,서울특별시 강남구 테헤란로34길 10 (역삼동),뉴성심장,여관업,203475.439597148,444287.116797865,127.0372022210461,37.500788916866505,서울특별시
6135,1,1584.95,서울특별시 강남구 봉은사로 459 (삼성동),자이안트,관광호텔,204324.263443033,445580.187539001,127.04680904487667,37.51243592665105,서울특별시
6136,1,559.98,서울특별시 강남구 언주로87길 30 (역삼동),몽마르뜨여관,여관업,203526.90782276,444336.875093002,127.03778450864412,37.50123704682029,서울특별시
6137,1,1226.9,서울특별시 강남구 압구정로46길 17 (신사동),프린세스호텔,여관업,203169.29319848,447241.365471181,127.03375248729417,37.527407671793114,서울특별시
6138,1,1996.0,서울특별시 강남구 테헤란로33길 6-5 지상1~10층 (역삼동),호텔 그라모스 서울강남,관광호텔,203455.86,444482.81,127.03698169750147,37.50255218140669,서울특별시
6139,1,2018.16,서울특별시 강남구 테헤란로37길 13-11 (역삼동),맨하탄호텔,여관업,203460.4235421,444505.157316571,127.03703341088551,37.50275351355026,서울특별시
6140,1,1520.0,서울특별시 강남구 선릉로92길 37-5 (삼성동),제이에스무인호텔,여관업,204480.071966245,444914.445335635,127.04856735876125,37.5064368775389,서울특별시
6141,1,1917.98,서울특별시 강남구 선릉로90길 46 (대치동),그레이 호텔,숙박업 기타,204608.135,444745.055,127.05001468471526,37.50491005360677,서울특별시
6142,1,560.31,서울특별시 강남구 언주로87길 6 (역삼동),부띠끄 역삼,여관업,203694.079965731,444395.381247569,127.03967535604386,37.50176354451352,서울특별시
6143,1,4029.14,서울특별시 강남구 도산대로 205 (신사동),(주)선샤인호텔,관광호텔,202471.536204701,446478.944977018,127.02585626240689,37.520540385181754,서울특별시
6144,1,1980.0,서울특별시 강남구 선릉로100길 52 (삼성동),캘리포니아여관,여관업,204478.674974509,444938.089518142,127.04855170087338,37.50664991769259,서울특별시
6145,1,2997.67,서울특별시 강남구 봉은사로 139 (논현동),베스트 웨스턴 프리미어 강남호텔,관광호텔,202564.648054725,444905.529446636,127.02690419191607,37.50636371740612,서울특별시
6146,1,607.96,서울특별시 강남구 압구정로2길 2 (신사동),신사애인호텔,여관업,201622.864515589,446564.973270057,127.01625629704573,37.52131731919758,서울특별시
6148,1,6041.05,서울특별시 강남구 봉은사로 150 삼정관광호텔 지상1지상3~10층 (역삼동),(주)삼정관광호텔,관광호텔,202687.215,444878.8,127.0282903078002,37.50612254575761,서울특별시
6149,1,1363.21,서울특별시 강남구 강남대로94길 56-4 (역삼동),648호텔앤레지던스,여관업,202747.060104558,444198.337058041,127.02896466277329,37.49999141519694,서울특별시
6150,1,1234.92,서울특별시 강남구 언주로85길 27 지상3~지상9층 (역삼동),오월호텔(OWALL HOTEL),관광호텔,203563.297317024,444266.609812808,127.03819570534634,37.50060382063812,서울특별시
6151,1,1503.52,서울특별시 송파구 올림픽로30길 8 (방이동),호텔짬,여관업,209458.742539279,445868.816724785,127.10488745526642,37.514998498012986,서울특별시
6152,1,2983.46,서울특별시 송파구 올림픽로12길 4-17 (잠실동),호텔 더 캐슬(신천),관광호텔,207163.343016332,445433.784924234,127.07891971732056,37.51109938199046,서울특별시
6153,1,2650.53,서울특별시 송파구 올림픽로32길 7 호텔 더 캐슬 (방이동),호텔 더 캐슬(방이1),관광호텔,209573.227434185,445919.352243106,127.10618306032335,37.51545264843756,서울특별시
6154,1,969.15,서울특별시 송파구 송이로 104 관광호텔 (가락동),부티크호텔 XYM,관광호텔,210664.369854452,443861.184407649,127.11849551526231,37.496896758572966,서울특별시
6155,1,27795.0,서울특별시 송파구 잠실로 209 KT송파타워 17~31층 (신천동),소피텔 앰배서더 서울호텔 앤 서비스드 레지던스,관광호텔,209338.128679752,445745.524217446,127.10352162346135,37.51388885800379,서울특별시
6156,1,14654.94,서울특별시 송파구 잠실로 209 KT송파타워 7층~14층 (신천동),소피텔 앰배서더 서울호텔 앤 서비스드 레지던스,숙박업(생활),209338.128679752,445745.524217446,127.10352162346135,37.51388885800379,서울특별시
6157,1,1487.08,서울특별시 송파구 올림픽로32길 7-1 (방이동),호텔 더 캐슬(방이2),관광호텔,209577.225059646,445907.610176751,127.10622812630568,37.5153468118457,서울특별시
6158,1,1260.98,서울특별시 송파구 올림픽로8길 11 아이호텔 3~8층 (잠실동),아이호텔,여관업,207029.789351375,445407.090356997,127.07740890126328,37.5108598820316,서울특별시
6159,1,2687.45,서울특별시 송파구 올림픽로10길 5 (잠실동),(주)파로스 관광호텔,관광호텔,207106.032236098,445432.48407791,127.07827148934393,37.511088100235,서울특별시
6160,1,664.2,서울특별시 송파구 올림픽로12길 5-17 (잠실동),하루모텔,여관업,207349.397211822,445448.505164039,127.08102423529935,37.51123056167341,서울특별시
6161,1,832.5,서울특별시 송파구 올림픽로32길 6 (방이동),IM HOTEL(아이엠 호텔),여관업,209548.454469737,445913.828960813,127.10590277758413,37.515403138761044,서울특별시
6162,1,323.64,서울특별시 송파구 마천로 258 (거여동),청마,여관업,212804.289399942,444028.573503916,127.14269741602727,37.49837789739891,서울특별시
6163,1,685.77,서울특별시 송파구 송파대로28길 6 (가락동),왕실장,여관업,210456.932121326,443484.595603431,127.1161444143581,37.49350605913963,서울특별시
6164,1,984.8,서울특별시 송파구 오금로11길 7-10 (방이동),와우,여관업,209459.375158421,445838.635025809,127.10489422533242,37.51472655599249,서울특별시
6165,1,1092.83,서울특별시 송파구 오금로11길 21-13 (방이동),넘버25  방이점,여관업,209590.108688898,445927.186907899,127.10637410874723,37.515523064341444,서울특별시
6166,1,1993.73,서울특별시 송파구 백제고분로7길 23-5 (잠실동),포레스타,관광호텔,207125.820825269,445419.558960012,127.07849518474013,37.51097149429662,서울특별시
6167,1,702.54,서울특별시 송파구 올림픽로32길 4 (방이동),타임모텔,여관업,209542.74681331,445930.621574388,127.10583843371602,37.51555449795454,서울특별시
6168,1,1716.58,서울특별시 송파구 오금로11길 55-16 (방이동),2.4 호텔,관광호텔,209996.0,445952.865,127.11096556980446,37.51575014553251,서울특별시
6169,1,710.7,서울특별시 송파구 오금로11길 21-6 (방이동),루이체 호텔,일반호텔,209623.156821482,445904.495796319,127.10674762760104,37.515318277035156,서울특별시
6170,1,1409.04,서울특별시 송파구 백제고분로7길 3-16 (잠실동),호텔 봄,여관업,206938.63231936,445429.645738463,127.07637808059951,37.5110637882915,서울특별시
6171,1,821.07,서울특별시 송파구 올림픽로12길 5-21 (잠실동),wynn(윈),여관업,207374.467370862,445447.333989639,127.0813077810215,37.51121981130831,서울특별시
6172,1,489.18,서울특별시 송파구 올림픽로32길 8 (방이동),쿠키,여관업,209552.283645293,445902.53865822,127.10594594439765,37.515301374374,서울특별시
6173,1,103345.73,서울특별시 송파구 올림픽로 240 (잠실동),(주)호텔롯데롯데호텔월드,관광호텔,208589.363343145,445455.90405262,127.09504902014581,37.51128661020394,서울특별시
6174,1,22242.88,서울특별시 송파구 송파대로 111 (문정동 파크하비오),(주)호텔파크하비오,관광호텔,210868.397496689,442053.227933005,127.120776211014,37.48060473499756,서울특별시
6175,1,953.54,서울특별시 송파구 올림픽로12길 5-25 (잠실동),플러스모텔,여관업,207390.269989076,445446.594381278,127.08148650997884,37.51121302222807,서울특별시
6176,1,845.85,서울특별시 송파구 송파대로 385 (석촌동),CORNER HOTEL 코너호텔,여관업,209635.621974575,444386.042979275,127.10686886753145,37.501636950688415,서울특별시
6177,1,736.98,서울특별시 송파구 백제고분로7길 7-8 (잠실동),칸,여관업,206985.089505143,445404.059594295,127.07690329521985,37.5108329110704,서울특별시
6178,1,105.33,서울특별시 송파구 마천로 355 (마천동),세원장,여관업,213521.631897031,443379.607400665,127.15079768290362,37.49252056569905,서울특별시
6179,1,4690.8,서울특별시 송파구 송파대로28길 5 (가락동),가락관광호텔,관광호텔,210429.157119053,443526.648866499,127.1158309303561,37.49388527012993,서울특별시
6180,1,679.02,서울특별시 송파구 올림픽로12길 5-9 (잠실동),엠 더블류,여관업,207306.430044599,445450.50724069,127.08053827258448,37.51124893829275,서울특별시
6181,1,586.56,서울특별시 송파구 오금로11길 55-21 (방이동),올리브호텔,여관업,209986.41845131,445991.41860138,127.11085771091606,37.516097614424204,서울특별시
6182,1,490.2,서울특별시 송파구 삼전로2길 11 (삼전동),해피 모텔,여관업,207548.241064687,444350.320337161,127.08326209867188,37.501334361016966,서울특별시
6183,1,1010.68,서울특별시 송파구 올림픽로12길 4-8 (잠실동),테레즈,여관업,207220.229888603,445454.538924885,127.07956334010584,37.51128593564689,서울특별시
6184,1,1081.83,서울특별시 송파구 삼학사로 91 (삼전동),줌,여관업,208503.191877656,444807.627941716,127.09406693655417,37.50544645832378,서울특별시
6185,1,309.23,서울특별시 송파구 마천로 260 (거여동),대영,여인숙업,212821.306425777,444012.093250857,127.14288956896783,37.49822917611554,서울특별시
6186,1,455.93,서울특별시 송파구 오금로11길 55-18 (방이동),에덴모텔,여관업,210003.27532664,445967.605009984,127.11104806187036,37.515882873937606,서울특별시
6187,1,886.59,서울특별시 송파구 오금로11길 23-14 (방이동),하오,여관업,209652.355032083,445946.021936117,127.10707843466933,37.5156921226296,서울특별시
6188,1,514.74,서울특별시 송파구 가락로 119 (석촌동),웰빙,여관업,209580.077350928,444406.028326285,127.10624096638472,37.501817591921885,서울특별시
6189,1,1548.54,서울특별시 송파구 백제고분로7길 15-10 (잠실동),에이 플러스,여관업,207063.573915248,445429.915752374,127.07779123869376,37.51106528252262,서울특별시
6190,1,1461.0,서울특별시 송파구 백제고분로 268 (삼전동),호텔 인피니,숙박업 기타,208426.169119403,444447.682227261,127.09319174377552,37.502204058906734,서울특별시
6191,1,1462.8,서울특별시 송파구 올림픽로10길 8 (잠실동),엔유,여관업,207068.774903286,445402.445944592,127.07784980304456,37.51081774115142,서울특별시
6192,1,160.48,서울특별시 송파구 백제고분로22길 5 2층 (삼전동),공간24 게스트하우스(잠실점),숙박업 기타,207835.820419818,444569.108630582,127.08651666105953,37.50330326306565,서울특별시
6193,1,745.76,서울특별시 송파구 올림픽로8길 19 (잠실동),상주호텔,여관업,207055.16119649,445319.042683325,127.07769503270247,37.51006638400571,서울특별시
6194,1,887.2,서울특별시 송파구 마천로 254 4 5층 (거여동),로맨스,여관업,212768.639964757,444059.087175587,127.14229479784254,37.49865331535333,서울특별시
6195,1,881.86,서울특별시 송파구 오금로11길 21-15 (방이동),셀레네 호텔,여관업,209586.310305765,445938.359965681,127.10633128916996,37.515623772193194,서울특별시
6196,1,2295.34,서울특별시 송파구 오금로11길 21-9 (방이동),주식회사 딜라이트호텔,관광호텔,209595.213143028,445912.216884712,127.10643165220273,37.515388132529225,서울특별시
6197,1,937.78,서울특별시 송파구 오금로11길 23-12 (방이동),HOTEL HL (에이첼 호텔),여관업,209656.360862674,445934.210422237,127.10712359143372,37.515585659898385,서울특별시
6198,1,872.82,서울특별시 송파구 오금로11길 23-16 (방이동),月(월) 호텔,여관업,209648.10219942,445958.53821722,127.10703049306326,37.5158049378215,서울특별시
6199,1,2975.0,서울특별시 송파구 오금로11길 47 (방이동),호텔자자(ZAza),일반호텔,209868.08080913,445956.537234658,127.10951869595428,37.51578459937675,서울특별시
6200,1,693.4,서울특별시 송파구 올림픽로34길 3-6 (방이동),아이다호텔,여관업,209736.16906059,446018.387285808,127.10802742511001,37.51634325636005,서울특별시
6201,1,1012.72,서울특별시 송파구 올림픽로12길 4-12 (잠실동),씩스티모텔,여관업,207208.057491925,445455.103805031,127.07942566894705,37.51129111944557,서울특별시
6202,1,454.14,서울특별시 송파구 삼학사로 94 (석촌동),남경모텔,여관업,208546.050443955,444818.133818034,127.0945517741726,37.50554072332459,서울특별시
6204,1,814.5,서울특별시 송파구 오금로11길 63-11 (방이동),그리스,여관업,210037.41926662,445912.253058595,127.11143352170203,37.5153837876258,서울특별시
6205,1,3640.87,서울특별시 송파구 오금로11길 21-12 (방이동),톰지호텔,일반호텔,209613.798863101,445932.059757961,127.10664213614093,37.51556672373714,서울특별시
6206,1,597.36,서울특별시 송파구 올림픽로8길 4-3 (잠실동),히트호텔,여관업,206977.208647612,445445.262762743,127.076814546047,37.511204209102765,서울특별시
6207,1,21744.73,서울특별시 송파구 올림픽로 300 롯데월드타워 (신천동),시그니엘서울 호텔,관광호텔,209074.900840074,445657.80932984,127.10054319254533,37.51310115736578,서울특별시
6208,1,532.24,서울특별시 송파구 올림픽로12길 5-30 (잠실동),마쯔&2060,여관업,207413.130169621,445424.333137339,127.0817448487971,37.511012267635074,서울특별시
6209,1,34.44,서울특별시 송파구 성내천로43길 1 (마천동),해강,여인숙업,213646.078651347,443682.163665208,127.15221047147476,37.49524476621652,서울특별시
6210,1,827.28,서울특별시 송파구 오금로11길 55-15 (방이동),초이스모텔,여관업,209972.694817163,445963.628232336,127.11070210465081,37.515847372085226,서울특별시
6211,1,3488.38,서울특별시 송파구 삼전로 67 (잠실동),잠실관광호텔,관광호텔,207714.534207806,444749.931404748,127.085146872091,37.504933483569864,서울특별시
6212,1,1090.0,서울특별시 송파구 오금로11길 11-21 (방이동),라자,일반호텔,209500.105217437,445914.625769176,127.10535590096711,37.51541081336209,서울특별시
6213,1,1165.29,서울특별시 송파구 올림픽로12길 4-15 (잠실동),라비앙,일반호텔,207203.878703999,445431.920595287,127.07937817948711,37.51108227193424,서울특별시
6214,1,5938945.0,서울특별시 송파구 삼학사로 98 (석촌동),로사나관광호텔,관광호텔,208554.799609279,444868.79542744,127.09465130913583,37.50599710232848,서울특별시
6215,1,1189.0,서울특별시 송파구 오금로11길 11-15 (방이동),체리,여관업,209506.431365429,445896.011888747,127.10542721815742,37.5152430385804,서울특별시
6216,1,1465.11,서울특별시 송파구 오금로11길 21-19 (방이동),트라움 호텔,일반호텔,209581.256815683,445953.572522606,127.10627432495832,37.51576088864262,서울특별시
6217,1,1152.36,서울특별시 송파구 올림픽로12길 5-29 (잠실동),로즈마리,여관업,207405.495224348,445445.892219252,127.08165870875891,37.51120657485795,서울특별시
6218,1,765.18,서울특별시 송파구 올림픽로12길 5-19 (잠실동),반,여관업,207360.899892542,445447.966017065,127.08115433163093,37.51122561315901,서울특별시
6219,1,1093.26,서울특별시 송파구 오금로11길 21-7 (방이동),Ravi 호텔,여관업,209600.436058446,445896.802969833,127.10649052962937,37.515249200021366,서울특별시
6220,1,39.08,서울특별시 송파구 성내천로44길 2-3 (마천동),한양여인숙,여인숙업,213582.897218052,443670.622681377,127.15149579672726,37.4951417089889,서울특별시
6221,1,1028.16,서울특별시 송파구 오금로11길 29-15 (방이동),Hostel Vene(호스텔 베네),일반호텔,209664.305905648,445965.223882044,127.10721386426263,37.515865006964276,서울특별시
6222,1,1015.47,서울특별시 송파구 올림픽로12길 4-14 (잠실동),퍼니모텔,여관업,207195.88258262,445455.672693277,127.07928796938857,37.511296339216074,서울특별시
6224,1,109.09,서울특별시 중구 퇴계로8길 6-1 (회현동1가),탑호텔(TOP HOTEL),여관업,198137.614213051,450748.243188444,126.97681986974484,37.55900757267705,서울특별시
6225,1,1989.96,서울특별시 송파구 올림픽로12길 5-11 (잠실동),라몬 모텔,여관업,207332.077438566,445449.311302029,127.0808283470502,37.51123796142593,서울특별시
6226,1,1645.02,서울특별시 송파구 오금로11길 23-13 (방이동),호텔비엔더블유(BNW),일반호텔,209627.697101029,445945.538566047,127.10679951715412,37.515688023235924,서울특별시
6227,1,944.64,서울특별시 송파구 올림픽로34길 5 (방이동),IMT 모텔,여관업,209723.684544286,445996.934629074,127.10788592702497,37.516150099775686,서울특별시
6228,1,9684.25,서울특별시 송파구 석촌호수로 216 (석촌동),레이크인,관광호텔,208851.639893799,444965.4232772,127.098009655136,37.50686493922469,서울특별시
6229,1,1923.67,서울특별시 송파구 올림픽로34길 7 (방이동),HOTEL CASA,여관업,209735.602813558,445979.093797232,127.10802050335832,37.515989230059496,서울특별시
6230,1,2862.84,서울특별시 송파구 오금로11길 23-19 (방이동외 1필지),첼로모텔,여관업,209621.641732197,445963.326185352,127.10673125472748,37.51584835145701,서울특별시
6231,1,990.08,서울특별시 송파구 올림픽로34길 9 (방이동),호텔머니,여관업,209740.91778305,445965.355231537,127.10808044159752,37.51586539062035,서울특별시
6232,1,6550.32,서울특별시 송파구 송파대로28길 11 (가락동),캘리포니아관광호텔,관광호텔,210463.282485743,443549.893536475,127.11621714577784,37.49409432065788,서울특별시
6292,1,1184.0,서울특별시 송파구 오금로11길 23-18 (방이동),호텔 어반,여관업,209643.840866306,445971.049291325,127.10698245509467,37.515917706165396,서울특별시
6354,1,1741.27,서울특별시 강동구 올림픽로72길 11 라뷰호텔 (천호동),라뷰호텔,일반호텔,210964.817080637,448639.318258326,127.12196391804144,37.5399439555476,서울특별시
