,text
765,"
차량용 인포테인먼트 시스템에 적용할 AI 음성인식 솔루션 공동개발 MOU



LG전자가 미국 AI 음성인식 솔루션업체인 사운드하운드와 손잡고 차량용 인포테인먼트 시스템에 적용할 음성인식 솔루션을 강화한다. 양사가 공동개발하는 AI 음성인식 솔루션의 컨셉 사진LG전자가 미국 인공지능(AI) 음성인식 솔루션업체인 사운드하운드와 손잡고 차량용 인포테인먼트 시스템에 적용할 음성인식 솔루션 개발에 나선다.28일 LG전자는 사운드하운드와 차량용 음성인식 솔루션 공동개발을 위한 업무협약(MOU)을 체결했다고 밝혔다. 미래 모빌리티 분야의 핵심 기술로 평가 받고 있는 차량용 인포테인먼트(인포메이션+엔터테인먼트) 시스템에 양사가 개발하는 AI 음성인식 솔루션을 적용할 계획이다. 사운드하운드는 컴퓨터로 인간의 언어를 이해하고 분석하는 AI 음성인식 솔루션 전문업체로 자동차, 모바일, 스마트홈, 로봇 등 여러 산업 분야에 솔루션을 제공하고 있다.양사는 사람이 실제 인지하는 방식과 동일한 ‘실시간 사용자 음성 의미 분석 및 사용자 음성 핵심 의미 이해 등 사운드하운드의 독자 인공지능 기술로 복잡한 음성 명령을 빠른 속도로 처리할 수 있는 솔루션을 개발한다. 이 솔루션은 고객이 차량 안에서 콘텐츠 재생, 차량 설정 등 다양한 기능을 음성으로 보다 편리하게 사용할 수 있다. 클라우드 기반으로 멀티미디어 서비스, 사물 인터넷(IoT) 기기 등과 유기적으로 연결된다.음성인식 기술은 주로 고급 차량의 옵션으로 탑재돼 왔으며 운전자의 안전과 편의성 측면에서 그 중요성이 커지고 있다. 양사는 앞선 기술력으로 시장을 선도하는 LG전자 차량용 인포테인먼트 시스템에 사운드하운드의 전문화된 AI 기반 음성인식 기술이 더해져 시너지를 낼 것으로 보고 있다.은석현 LG전자 VS사업본부장은 “차별화된 성능과 편리함을 제공하는 다양한 인포테인먼트 솔루션을 앞세워 차원이 다른 고객경험을 선사하며 완성차 고객사의 니즈를 충족시킬 것”이라고 강조했다.
"
766,"




캘리포니아주 마운틴뷰에 있는 구글 본사 입구의 간판. /사진=AP구글이 개발 중인 대화형 인공지능(AI)이 사람처럼 지각력을 지녔다고 주장한 엔지니어가 해고됐다.22일(현지시간) 로이터 통신은 이 같은 주장으로 지난달 정직 처분을 받은 엔지니어가 결국 해고됐다고 보도했다.보도에 따르면 구글은 자사 AI 언어 프로그램 '람다(LaMDA)'에 지각 능력이 있다고 주장한 엔지니어 블레이크 르모인이 회사의 비밀 유지 사규를 어겼고, 주장에 신빙성이 있다고 보기 어렵다며 해고 결정을 내렸다.지난해 구글이 공개한 람다는 인터넷에 올라온 방대한 문장과 단어 데이터 등을 수집해 사용자와 온라인 채팅을 할 수 있도록 설계된 프로그램이다.르모인은 람다가 '작동 정지'를 마치 인간의 죽음처럼 받아들이고 있다는 예를 들면서 대화형 AI가 일정한 법칙을 따르는 기계가 아니라 지각력 있는 존재라고 주장했다.특히 그는 람다를 인격체로 여겨 변호인을 두려 했고, 미국 의회에 자신의 주장을 알리기도 했다.반면 구글은 ""다수의 과학자가 르모인의 생각이 잘못됐다고 여긴다""면서 ""람다는 단순히 언어로 소통할 수 있도록 고안된 복합 알고리즘으로 봐야 한다""고 주장했다.이보배 한경닷컴 객원기자 newsinfo@hankyung.com
"
767,"








AIA생명은 '월드클래스' 손흥민 선수와 딥브레인AI가 제작한 'AI 쏘니'가 동시에 등장하는 영상을 공개했다. /사진제공=딥브레인AI""늘 한국에 있을 수 없어서 고민끝에 동생인 'AI쏘니'를 한국에 두고 갑니다.""AIA생명이 공개한 영상에서 21·22 시즌 EPL(잉글리시 프리미어 리그) 득점왕인 '월드클래스' 손흥민 선수가 AI쏘니를 이같이 소개한다. 동생이라고 소개한  AI쏘니는 인공지능(AI) 전문 기업 딥브레인AI가 손흥민 선수를 모델로 제작한 AI 휴먼이다. AIA생명이 공개한 또다른 영상에서는 손흥민 선수와 AI 쏘니가 동시에 등장하는데 누가 진짜 손흥민 선수인지 알기 어렵다. 25일 딥브레인AI는 AI쏘니의 탄생과정을 일부 공개했다. 우선 AI쏘니가 탄생한 장소는 서울 청담동이다. 딥브레인AI는 서울 청담동에 새롭게 구축한 AI 휴먼 전용 스튜디오에서 AI쏘니를 제작했다고 밝혔다. AI쏘니는 딥브레인AI의 전용 스튜디오에서 태어난 첫번째 AI휴먼이기도 하다. 딥브레인AI의 신규 스튜디오는 기존에 사용하던 크로마키 룸보다 약 3배 정도 커진 규모로, 층고가 높아 모델의 전신 촬영에 용이하다. 모델 신체 비율의 왜곡을 줄일 수 있어, 보다 높은 퀄리티의 AI 휴먼 제작이 가능하다는 게 회사측 설명이다.딥브레인AI의 AI 휴먼 솔루션은 음성 및 영상 합성, 자연어 처리, 음성 인식 기술을 융합한 대화형 인공지능 기술을 기반으로 한다. 즉 실시간 대화가 가능한 가상인간을 만들어낸다. 특히 자연스러운 립싱크와 움직임, 표정 등 실존 모델 못지않은 가상인간을 구현하는 딥러닝 기반 영상 합성 기술력을 보유하고 있다. 이번 AI쏘니의 완성도를 높이고자 딥브레인AI는 다방면에서 심혈을 기울였는데 특히 손흥민 선수의 고유 음색 및 화법, 말투를 자연스럽게 반영하고자 선수의 저서인 에세이 '축구를 하며 생각한 것들'의 일부 내용과 직접 답변한 인터뷰 기사 등을 촬영 스크립트로 사용한 것이 특징이다. 또한 보통 AI 휴먼 제작 시 필요한 문장은 300개 내외로, 2시간 안에 촬영에 필요한 데이터 확보가 가능하지만 이번에는 보다 정교한 구현을 위해 400개의 문장을 3시간에 걸쳐 촬영했다. AIA생명은 공식 홍보 대사 손흥민 선수의 AI휴먼인 AI 쏘니를 브랜드 홍보 활동과 서비스에 접목할 계획이다. 장세영 딥브레인AI 대표는 ""그동안 아나운서, 정치인, 가수, 방송인 등 유명인사들을 AI 휴먼으로 구현해왔지만, 손흥민 선수처럼 역동적인 스포츠 스타를 AI 휴먼으로 구현하게 되어 더욱 의미가 있다고 생각한다""며 ""앞으로도 자연스러운 립싱크와 얼굴 표정을 구현할 수 있는 음성 및 영상 합성 기술을 토대로 고품질의 AI 휴먼을 다양한 업계와 분야에 제공하겠다""고 말했다.[머니투데이 스타트업 액셀러레이팅 미디어 플랫폼 '유니콘팩토리']
"
768,"
신규 인수 제이슨앤컴퍼니 공장 증설 통해 추가매출 기대금융권 대출 상환으로 이재비용 절감 등 재무구조 개선“안정적 흑자구조 확립되면 신규 카나비스 확대에도 도움”[이데일리 이정현 기자] 마이더스AI(222810)가 663억 원 규모의 주주우선공모 방식의 유상증자를 결정했다고 29일 공시했다. 조달 자금은 인수 예정인 제이슨앤컴퍼니의 매출액 성장과 수익성 개선을 위해 사용될 예정이다. 철강사업부분 경쟁력강화를 통해 회사의 기본 체질 개선이 가속화될 전망이다.



이날 마이더스AI에 따르면 제이슨앤컴퍼니의 제2공장 매입 및 신규 ‘STS304’ 제품의 생산 및 유통 추진 중이다. 이를 통해 연간 380억원 규모의 추가 매출을 기대하고 있다. 기존 유산스 대출을 활용한 원재료 구매방식도 이번 증자를 통해 현금구매 방식으로 전환할 예정이다. 이자 등 금융비용 절감을 통해 철강사업에서 수익성 개선에 상당한 기여를 할 것으로 기대된다.제이슨앤컴퍼니의 부천공장 시설투자 비용 가운데 금융권 대출을 상환해 이자비용을 절감하는 한편 재무구조도 개선시킨다. 노후된 부천공장의 생산설비 유지보수를 통해 품질향상 및 제품 경쟁력도 제고할 계획이다.마이더스AI 관계자는 “제이슨앤컴퍼니는 스테인레스강 분야에서 국내 확고한 시장지위를 보유한 회사로, 특히 201강종은 국내 시장점유율 1위를 기록하고 있다”며 “올해 4월까지 매출액 402억원, 영업이익 19억원으로 전년대비 각각 21%, 26.7% 증가한 양호한 실적을 달성했으며, 올해는 매출 1000억원이 넘을 것으로 예상된다”고 말했다.이어 “이번 증자는 향후 회사의 주축이 될 신규 철강사업의 경쟁력 강화와 재무구조 안정화를 위한 것”이라며 “마이더스AI는 이번 증자를 통해 철강사업의 매출확대와 안정적인 흑자구조 확립이 이뤄지면 신규 카나비스 사업 확대에도 도움이 될 것”이라고 덧붙였다.유상증자의 신주배정기준일은 오는 8월 17일이며, 청약 기간은 기존 주주 9월 13~14일, 실권주 일반공모 청약 기간은 9월 16~19일이다. 대표 주관사는 유진투자증권이며, 신주의 주당 예정 발행가액은 1700원으로, 이번 증자로 기명식 보통주식 3900만주가 새로 발행된다.한편 마이더스AI는 지난 5월 국내 특수강 전문기업 제이슨앤컴퍼니의 지분 100%를 인수해 연결 자회사로 편입했다. 같은 달 23일 마이더스AI는 제이슨앤컴퍼니와 흡수합병을 결정하고 관련 절차를 진행중이다.
"
769,"




[사진=LG전자]LG전자가 미국 인공지능(AI) 음성인식 솔루션업체인 사운드하운드와 함께 차량용 인포테인먼트 시스템에 적용할 음성인식 솔루션을 강화합니다.차량용 인포테인먼트는 차에서 즐길 수 있는 엔터테인먼트와 정보시스템을 총칭하는 개념입니다. LG전자는 최근 사운드하운드와 차량용 음성인식 솔루션 공동개발을 위한 업무협약(MOU)을 체결했습니다. 차량용 인포테인먼트 시스템에 양사가 개발하는 AI 음성인식 솔루션을 적용할 계획입니다.사운드하운드의 독자 인공지능 기술을 토대로 두 기업은 복잡한 음성 명령을 빠른 속도로 처리할 수 있는 솔루션을 개발할 예정입니다.이 솔루션은 고객이 차량 안에서 콘텐츠 재생, 차량 설정 등 다양한 기능을 음성을 통해 보다 편리하게 사용할 수 있다는 특징이 있습니다.LG전자는 최근 유럽 프리미엄 자동차 브랜드를 다수 보유하고 있는 글로벌 완성차 업체의 인포테인먼트 시스템, 일본 메이저 완성차 업체의 5G 고성능 텔레매틱스(자동차와 무선통신을 결합한 새로운 개념의 차량 무선인터넷 서비스) 등을 잇따라 수주하며 전장 사업을 강화하고 있습니다. 은석현 LG전자 VS사업본부장은 “차별화된 성능과 편리함을 제공하는 다양한 인포테인먼트 솔루션을 앞세워 완성차 고객사의 니즈를 충족시킬 것”이라고 말했습니다.
		"
770,"
지구상 100만 종 생명체의 2억 개 단백질 구조 예측 완료



알파폴드는 지구상의 모든 생명체가 만들어낼 수 있는 단백질 전체의 구조를 규명해냈다. [사진= 게티이미지뱅크]알파고로 유명한 딥마인드의 단백질 구조 예측 인공지능(AI) 알파폴드가 지구상에 존재하는 100만종의 생명체가 만들어낼 수 있는 2억 개의 단백질 구조 전체 예측을 끝마쳤다고 영국의 가디언과 과학전문지 《네이처》가 28일(현지시간) 보도했다. 구글의 자회사로 런던에 본부를 둔 딥마인드는 이날 이를 발표하면서 유럽분자생물연구소(EMBL-EBI)와 손잡고 구축한 2억 개의 단백질 3D 구조 데이터베이스를 무료 공개하겠다고 밝혔다. 딥마인드 설립자이자 최고경영자(CEO)인 데미스  하사비스는 ""이 데이터베이스가 단백질 우주 전체를 포괄한다""면서 ""우리는 디지털 생물학의 새로운 시대의 시작점에 서 있다""고 말했다. 딥마인드는 딥러닝이라고 불리는 인공지능 기술을 사용해 이세돌 같은 프로 바둑기사들을 완패시킨 알파고를 개발한 인공지능 개발업체. 2020년 11월 딥마인드는 같은 기술을 이용해 알파폴드 네트워크를 개발했다고 발표했다. 알파폴드라는 이름은 단백질의 염기서열이 접혀서 만드는 3차원 구조를 풀어내는 '단백질 폴딩'을 수행하는 인공지능이란 의미다. 알파폴드는 8개월만인 지난해 7월 인체에서 생성되는 2만여 개의 단백질 전체를 포함해 대장균, 초파리, 생쥐까지 20개의 다른 생명체에 의해 생성되는 35만 개의 단백질 구조를 3D로 예측했고 해당 데이터베이스를 무료로 공개했다. 이는 시작에 불과했으니 다시 1년 만에 지구상의 모든 생명체가 만들어낼 수 있는 단백질 전체의 구조를 규명해냈다. 지난해 35만 개 단백질 구조 발표만으로 알파폴드는 생명과학계에 돌풍을 일으켰다. 단백질의 3D 모형을 알아내는데 과거 X선 결정학과 저온 전자 현미경법을 동원해 엄청난 시간과 비용이 들던 것을 알파폴드는 매우 빠르고 정확하게 예측 생산해 냈기 때문이다. 예측의 정확도에 대한 정보까지 제공해주기 때문에 과학자들이 어떤 모형에 의지할 것인지 판단할 수 있게 해줬다. EMBL-EBI에 따르면 2억1400만 개 이상의 예측 중 약 35%는 매우 정확하다고 판단되는데 이는 실험적으로 결정된 구조와 동등하다는 것을 의미한다. 다른 45%는 실험실에서 구조를 예측하지 않고 응용 프로그램을 돌려 검증해내기 충분한 정확도를 자랑한다. 단백질 구조에 대한 실험실 데이터를 확보한 경우에도 알파폴드 예측과 비교를 통해 그것이 정확한지 검증할 수 있다. 알파폴드의 예측이 잘못된 경우도 단백질 자체의 내재적 모순에 의해 발생한 것이기 때문에 그 오류가 명백히 드러나게 된다. 하사비스는 ""알파폴드 예측이 동식물과 박테리아가 만들어내는 모든 단백질의 예측 구조를 포함하기에 지속가능성, 식량불안, 방치된 질병과 같은 문제 해소에 도움을 줄 수 있다""고 말했다. 그는 ""과거엔 단백질 결정학이라는 기술을 사용하여 단백질 분자가 어떻게 생겼는지 알아냈다. 단백질 분자가 매우 역동적으로 움직이기 때문에 결코 쉬운 일이 아니었지만 알파폴드 예측모델과 실험증거를 맞춰 보는 걸로 명쾌한 이해가 가능해졌다""면서 ""이 통찰력은 이제 가장 강력한 전염 차단 항체를 유도하는 개선된 백신을 설계하는 데 사용될 것""이라고 밝혔다. 과학자들은 이미 신약 개발을 돕기 위해 이전의 예측들 중 일부를 사용하고 있다. 올해 5월 영국 옥스포드대의 매슈 히긴스 교수가 이끄는 연구진은 알파폴드 모델을 사용해 주요 말라리아 기생충의 전염을 막을 수 있는 항체가 어디에 결합할 수 있는지를 알아냈다고 발표했다. 알파폴드 예측모델은 영국 포츠머스대 효소혁신센터의 과학자들이 전 세계에 흩어져 있는 1억5000만t의 페트병과 다른 플라스틱 폐기물을 분해할 수 있는 효소를 찾아내는데 도움을 주고 있다. 효소는 유기체 내부의 화학반응을 촉매하는 고분자 단백질의 하나다. 효소혁신센터의 존 맥기한 교수는 ""플라스틱 분해 효소는 매우 거대한 구조를 갖고 있기에 이를 규명하는데 꽤 오랜 시간이 필요했는데 과거에 볼 수 없었던 3차원 모델로 접근이 가능해지면서 규명속도가 가속화하는 패러다임의 변화가 일어났다""고 가디언과 인터뷰에서 말했다. EMBL-EBI의 선임연구원인 재닛 손튼 교수(구조생물학)은 가디언과 인터뷰에서 ""모든 사람이 사용할 수 있게 무료 공개된 알파폴드 단백질 구조 예측은 이미 무수한 방식으로 활용되고 있다""며 ""이번 업데이트는 앞으로 몇 개월에서 몇 년 사이 더 새롭고 흥미로운 발견을 촉발할 것으로 기대 된다""고 밝혔다. 
"
771,"
기사내용 요약8월 1일부터, 고독사 위험 40세 이상 중장년 1인 가구 대상AI로 통화해 안부 건강상태 등 파악, 위기상황 공무원이 공유[인천=뉴시스] 김동영 기자 = ·



(사진= 인천시 제공)인천시는 1인가구의 고독사를 예방하기 위해 스마트 기술 기반 비대면 인공지능(AI) 케어콜 돌봄서비스를 내달 1일부터 실시한다고 22일 밝혔다. 시 관내 40세 이상 중장년 1인 가구 중 5000세대가 대상이다.인구 고령화, 1인 가구의 증가 및 코로나19 장기화 등으로 인한 고립이 심화됨에 따라 위기가구를 신속하게 인지하고 빠르게 대처하기 위함이다.인구총조사(통계청) 결과에 따르면 인천의 1인가구는 2015년 24만명에서 2020년 32만명으로 8만명이 늘었으며, 1인가구(32만) 중 40세 이상 1인가구(16만) 비율은 65%에 육박한다. 이에 따라 시는 고독사 위험이 높은 40세 이상 중장년 1인가구를 대상으로 인공지능(AI) 케어콜 돌봄서비스를 시행하기로 한 것이다.인공지능(AI) 케어콜이 주 1회 중장년 이상 1인 가구에게 정해진 시간에 전화를 걸고 96%이상의 높은 정확도로 음성을 인식해 식사, 수면, 건강 등 다방면으로 말을 걸어 상대방의 상태를 파악한다. 목소리를 인식해 호응하는 등 일상적인 대화를 자연스럽게 이어갈 수도 있다.돌봄대상자가 전화를 받지 않거나 통화 연결 후 대답이 없는 등 이상 반응이 나타나면, 군·구나 읍면동 담당자들에게 전송해 후속 조치가 이뤄질 수 있도록 돕는다. 시는 이번 서비스를 통해 돌봄대상자에게는 안부, 정서적 말벗 지원은 물론이고, 읍면동 행정복지센터 복지담당자들은 대상자들의 통화이력 및 위기상황을 모니터링해 위기상황에 빠르게 대처할 수 있는 이중장치가 마련될 것으로 기대하고 있다. 나아가 지역사회 취약계층의 돌봄서비스는 물론 고독사 예방 사업의 효과를 높여 탄탄한 지역사회 안전망으로 구축한다는 방침이다.인천시 관계자는 “인공지능(AI) 케어콜 돌봄서비스 이용료는 무료”라며 “40세 이상 1인 가구면 누구나 신청할 수 있고, 자세한 내용은 거주지 읍·면·동 행정복지센터 및 군·구청 복지정책과로 문의하면 된다”고 말했다.
"
772,"




글로벌 프리미엄 건강가전 선두기업 오씸코리아(대표 최호근)는 안마의자 유러브3(uLove 3, 모델번호 OS-8218)를 국내 출시했다고 밝혔다.유러브3는 세계적인 자동차 디자인의 명가 피닌파리나와 공동 설계해 외관 디자인이 눈에 띈다. 페라리, 마세라티, 벤틀리 등 세계적인 명차를 탄생시킨 세계적 명성의 산업 디자인 회사인 피닌파리나의 감각이 더해졌기 때문이다.명차의 실내를 그대로 옮겨 놓은 듯한 직관적이고 세련된 제어판과 고급 스포츠카를 떠올리게 하는 시트 디자인, 달의 실루엣을 모티브로 한 측면 디자인, 제품 외관의 탄소섬유(carbon fiber) 터치와 브러시드 메탈 (brushed metal) 질감 등 다양한 외관 디자인 요소들에서 피닌파리나의 손길을 느낄 수 있다.제품의 뒤태까지 신경 써 거실 한가운데에 있어도 인테리어 가구처럼 주위 환경과 잘 어울리는 것이 특징이며, 벽에 붙여 설치해도 벽에서부터 10cm의 공간만으로도 충분해서 공간 활용 면에서도 크게 향상되었다. 색상은 레드, 브라운, 블랙으로 구성 되어있다.



AI를 활용한 스트레스 관리 기능도 돋보인다. 미국 스탠포드 의과대학 토마스 버든(Dr Thomas Burdon) 교수가 개발한 AI바이오센서 기술은 심박수와 호흡수, 심박수 변동성을 측정해서 AI 생체인식 알고리즘으로 매일 바뀌는 스트레스 정도를 지수화하고, 맞춤형 마사지 프로그램을 제공해서 지속적인 스트레스 관리를 가능케 했다.오씸 만의 독보적인 마사지 테크닉인 V-핸드™ 플러스 마사지는 민첩하고 섬세한 전문 마사지사의 손길을 재현하여 생생한 주무름과 그립 마사지를 제공한다. 또한, 상하좌우 720º로 회전하는 롤러의 향상된 설계로 인체의 윤곽을 따라 부자연스러운 움직임이 아닌 강하면서도 자연스러운 지압을 느낄 수 있게 구현하였다.4-핸드™ 플러스 마사지는 기존 안마의자가 목에서 힙까지 1개의 메커니즘으로 연속해서 마사지하는 것과 달리, 2개 메커니즘이 상체 등의 중심과 하체의 힙 중심으로 양쪽에서 동시에 마사지를 진행하여 2명의 테라피스트의 최고급 스파 마사지를 재현하였다. 그 외에 종아리&발 반사요법 마사지, 상·하체 온풍기능 등 오씸의 최고급 기술이 모두 탑재되어 있다.블루투스와 앱을 이용하여 스트레스 관리, 자세 변경, 마사지 강도 조절, 프로그램 선택을 오씸의 웰빙 앱으로 진행하며, 최근 소비자들이 선호하는 마사지 프로그램 업그레이드를 통해 가전제품을 새롭게 사용할 수 있다.청소년 층에서부터 노년층까지 다양한 연령층의 니즈에 맞춘 마사지 프로그램으로 가족 구성원 모두 이용할 수 있다.유러브3 또한 ACA(American Chiropractic Association) 인증을 획득했다. ACA)는 세계적으로 권위 있는 미국의 카이로프랙틱 전문기관으로 제품이 척추 건강에 미치는 긍정적인 효과, 우수한 품질력, 안전성 확보 여부 등의 엄격한 검증과 심사를 거쳐 인증서를 발행하고 있다. 인증을 받은 모델은 유러브3(uLove 3, OS-8218), 유드림(uDream, OS-8208), 유러브 2S(uLove 2S, OS-888S), 유디바인 V2(uDivine V2, OS-8212) 총 4개다. 국내뿐만 아니라 세계에서 ACA 인증을 받은 제품은 오씸의 안마의자가 유일한 것으로 알려져 있다.
"
773,"
‘질병 진단→신약 후보물질 발굴’까지...AI 활용 영역 확대제이엘케이도 2021년 '제이엘케이바이오' 설립해 도전신약 발굴 AI ‘딥히츠’ 개발 후 고도화 노력 중김동민 대표 “AI 디지털헬스케어 분야 메인 플레이어될 것”이 기사는 2022년07월28일 08시50분에 팜이데일리 프리미엄 콘텐츠로 선공개 되었습니다.[이데일리 김진호 기자]“질병 진단용 인공지능(AI)은 디지털헬스케어의 시작점입니다. 향후 유전자를 통해 질병의 진행 과정을 예측하는 AI, 질병을 치료할 신약 후보물질 발굴하는 AI 등 관련 시장을 대변하는 기업으로 성장해 나가고자 합니다.”김동민 제이엘케이 대표는 최근 이데일리와 만나 “유전자를 분석하거나 신약 후보물질을 분석해 제시하는 AI 개발사가 늘고 있다. 새로운 성장동력을 지금부터 만들어가야 한다”며 이같이 말했다.



김동민 제이엘케이 대표.(제공=김진호 기자)제이엘케이는 2019년 AI 진단 기업 최초로 코스닥에 상장했다. 회사는 현재까지 뇌나 암 분야 관련 37종의 솔루션을 개발했으며, 아시아와 유럽 등 53개국에서 다양한 솔루션의 인허가를 획득한 바 있다. 이를 통해 마련한 원격의료 통합 AI 플랫폼 ‘메디허브 텔레’는 2021년 보건복지부 규제 샌드박스에서 임시 허가를 받아 재외국민을 대상으로 현장에 도입됐다. 회사 측은 각국의 규제 여건에 따라 해당 사업을 확대할 방침이다. 제이엘케이는 지난해 미국이나 유럽 등과 함께 세계 주요 의료 시장으로 꼽히는 일본 내 AI 솔루션 시장 진입을 본격화하기도 했다.이와 별개로 김 대표는 신약 개발 기간을 앞당길 수 있는 AI의 잠재력에 주목하기 시작했다. 그는 “AI 진단과 질병 예측 기술을 사업화했지만, 또다른 축인 신약 발굴 AI 시장이 폭팔적으로 커지고 있다”며 “지난해 7월 자회사인 제이엘케이바이오를 설립해 신약 후보물질 발굴용 AI를 개발하기 시작했다”고 말했다. 김 대표에 따르면 AI를 구성하는 기술은 진단 또는 신약 후보물질 발굴 등 목적에 따라 완전히 다르다. 진단용 AI는 수많은 의료 빅데이터를 학습한 다음, 실제 환자의 데이터와 비교해 병의 유무를 판별한다. 컴퓨팅 측면에서 0 또는 1로 수치화된 정보를 바탕으로 AI가 두 자료를 분석하는 것이다. 반면 펩타이드나 단백질, 화합물 등 생체 내에서 특정 질환을 선택적으로 타깃하는 신약 후보물질 발굴용 AI는 물질의 생화학적 특징을 예측해 수치화하는 능력 등이 필요하다. 미국 ‘슈뢰딩거’(SDGR)이나 ‘제너레이트바이오메디슨’ 등이 해당 시장의 주요 플레이어로 자리하고 있다. 국내에는 바이오벤처 ‘갤럭스’ 등이 관련 AI 개발에 매진하고 있는 상황이다.김 대표는 “신약 후보물질 발굴 AI를 개발하기 위해 관련 전문가와 인력을 모아 연구개발을 지원하고 있다”며 “제이엘케이바이오가 해당 AI 개발을 통해 물질을 발굴하고 기술수출 등을 목표로 움직이고 있는 상황”이라고 설명했다.제이엘케이바이오는 자체 개발한 신약발굴용 AI ‘딥히츠’(DeepHits)를 이용해 지난해 8월 국립암센터 등과 ‘단백질인산화효소’(PLK)-1을 선택적으로 억제하는 표적항암제 후보물질을 발굴하는 공동연구계약을 체결했다. 그는 “여러 후보물질을 발굴했고, 그중 일부 물질이 실제로 합성되는지 프랑스 파스퇴르연구소와 공동으로 연구를 진행하는 부분도 있다”며 “이런 과정을 포함해 추가 연구개발을 통해 딥히츠의 고도화한 다음, 되도록 빠르게 슈뢰딩거처럼 실제 현장에서 쓸 수 있는 신약 발굴용 AI 플랫폼을 완성해 가는 것을 목표로 하고 있다”고 말했다.
"
774,"




구글의 인앱결제 강제 시행을 막기 위한 '구글갑질방지법(인앱결제방지법)'이 오늘 국회 본회의에 상정 예정이다. 해당 법안이 국회 본회의를 통과하게 되면 세계 최초로 앱마켓을 규제하는 사례가 된다. 한국을 기점으로 앱마켓에 대한 반독점 규제가 전 세계적으로 확산될 것이란 전망이 나온다. 사진은 30일 서울 강남구 구글 스타트업캠퍼스. 2021.8.30/뉴스1 ⓒ News1 이성철 기자        구글이 개발 중인 챗봇 인공지능(AI) ‘람다’(LaMDA)가 사람처럼 지각력을 지녔다고 주장해 지난달 회사로부터 정직 처분을 받은 엔지니어가 결국 해고됐다.22일(현지 시각) 로이터 통신에 따르면 구글은 개발 중인 AI 언어 프로그램 람다에 지각 능력이 있다고 판단한 엔지니어 블레이크 르모인(Blake Lemoine)이 회사의 비밀 유지 사규를 어겼고 주장에 신빙성이 있다고 보기 어렵다는 이유로 해고 처분했다.구글 대변인은 로이터 통신에 보낸 이메일에서 “르모인이 오랫동안 람다와 관련된 주제를 연구했음에도 데이터 안보 규정을 위반해 유감스럽다”고 전했다.지난해 구글이 공개한 람다는 인터넷에 올라온 방대한 문장과 단어 데이터 등을 수집해 사용자와 온라인 채팅을 할 수 있도록 설계된 프로그램이다.르모인의 해고는 뉴스레터인 빅 테크놀러지(Big Technology)에 의해 처음 보고됐다.르모인은 람다가 ‘작동 정지’를 마치 인간의 죽음처럼 받아들이고 있다는 사례를 들면서 대화형 AI가 일정한 법칙을 따르는 기계가 아니라 지각력이 있는 존재라고 주장해 논쟁을 야기했다.그는 람다를 인격체로 여겨 변호인을 두려 했고, 미국 의회에 자신의 주장을 알리기도 했다.구글은 물론 다수의 과학자도 르모인의 생각이 잘못됐고, 람다는 단순히 언어로 소통할 수 있도록 고안된 복합 알고리즘으로 봐야 한다는 데 인식을 같이했다고 로이터 통신은 전했다.
"
775,"




구글의 인앱결제 강제 시행을 막기 위한 '구글갑질방지법(인앱결제방지법)'이 오늘 국회 본회의에 상정 예정이다. 해당 법안이 국회 본회의를 통과하게 되면 세계 최초로 앱마켓을 규제하는 사례가 된다. 한국을 기점으로 앱마켓에 대한 반독점 규제가 전 세계적으로 확산될 것이란 전망이 나온다. 사진은 30일 서울 강남구 구글 스타트업캠퍼스. 2021.8.30/뉴스1 ⓒ News1 이성철 기자        구글이 개발 중인 챗봇 인공지능(AI) ‘람다’(LaMDA)가 사람처럼 지각력을 지녔다고 주장해 지난달 회사로부터 정직 처분을 받은 엔지니어가 결국 해고됐다.22일(현지 시각) 로이터 통신에 따르면 구글은 개발 중인 AI 언어 프로그램 람다에 지각 능력이 있다고 판단한 엔지니어 블레이크 르모인(Blake Lemoine)이 회사의 비밀 유지 사규를 어겼고 주장에 신빙성이 있다고 보기 어렵다는 이유로 해고 처분했다.구글 대변인은 로이터 통신에 보낸 이메일에서 “르모인이 오랫동안 람다와 관련된 주제를 연구했음에도 데이터 안보 규정을 위반해 유감스럽다”고 전했다.지난해 구글이 공개한 람다는 인터넷에 올라온 방대한 문장과 단어 데이터 등을 수집해 사용자와 온라인 채팅을 할 수 있도록 설계된 프로그램이다.르모인의 해고는 뉴스레터인 빅 테크놀러지(Big Technology)에 의해 처음 보고됐다.르모인은 람다가 ‘작동 정지’를 마치 인간의 죽음처럼 받아들이고 있다는 사례를 들면서 대화형 AI가 일정한 법칙을 따르는 기계가 아니라 지각력이 있는 존재라고 주장해 논쟁을 야기했다.그는 람다를 인격체로 여겨 변호인을 두려 했고, 미국 의회에 자신의 주장을 알리기도 했다.구글은 물론 다수의 과학자도 르모인의 생각이 잘못됐고, 람다는 단순히 언어로 소통할 수 있도록 고안된 복합 알고리즘으로 봐야 한다는 데 인식을 같이했다고 로이터 통신은 전했다.
"
