Events

ID,날짜,이벤트 이름,출생 후 일수/연령,설명
"3902","2022.07.29. 오후 10:11","Flex 태그 제거","206","제거된 태그: 10057893, 태그 종류: FLEX"
"3902","2022.07.29. 오후 10:10","양성","206","결과: 양성, 수태된 수정 날짜: 2022.03.18., 임신 일수: 133 일"
"7075","2022.07.29. 오후 10:10","Flex 태그 제거","207","제거된 태그: 10059024, 태그 종류: FLEX"
"7075","2022.07.29. 오후 10:10","양성","207","결과: 양성, 수태된 수정 날짜: 2022.05.04., 임신 일수: 86 일"
"0030","2022.07.29. 오후 10:10","Flex 태그 제거","110","제거된 태그: 10059965, 태그 종류: FLEX"
"0030","2022.07.29. 오후 10:10","양성","110","결과: 양성, 수태된 수정 날짜: 2022.05.26., 임신 일수: 64 일"
"4049","2022.07.29. 오후 10:10","Flex 태그 제거","191","제거된 태그: 10057894, 태그 종류: FLEX"
"4049","2022.07.29. 오후 10:09","양성","191","결과: 양성, 수태된 수정 날짜: 2022.05.06., 임신 일수: 84 일"
"4055","2022.07.29. 오후 10:09","Flex 태그 제거","208","제거된 태그: 10059608, 태그 종류: FLEX"
"4055","2022.07.29. 오후 10:09","양성","208","결과: 양성, 수태된 수정 날짜: 2022.03.26., 임신 일수: 125 일"
"7045","2022.07.29. 오후 10:09","Flex 태그 제거","87","제거된 태그: 10060012, 태그 종류: FLEX"
"7045","2022.07.29. 오후 10:09","양성","87","결과: 양성, 수태된 수정 날짜: 2022.06.10., 임신 일수: 49 일"
"6007","2022.07.29. 오후 10:08","Flex 태그 제거","139","제거된 태그: 10057975, 태그 종류: FLEX"
"6007","2022.07.29. 오후 10:08","양성","139","결과: 양성, 수태된 수정 날짜: 2022.05.23., 임신 일수: 67 일"
"5061","2022.07.29. 오후 10:08","Flex 태그 제거","206","제거된 태그: 10081460, 태그 종류: FLEX"
"5061","2022.07.29. 오후 10:08","양성","206","결과: 양성, 수태된 수정 날짜: 2022.05.27., 임신 일수: 63 일"
"5280","2022.07.29. 오후 10:08","Flex 태그 제거","125","제거된 태그: 10057872, 태그 종류: FLEX"
"5280","2022.07.29. 오후 10:08","양성","125","결과: 양성, 수태된 수정 날짜: 2022.06.18., 임신 일수: 41 일"
"7088","2022.07.29. 오후 10:07","Flex 태그 제거","154","제거된 태그: 10057867, 태그 종류: FLEX"
"7088","2022.07.29. 오후 10:07","양성","154","결과: 양성, 수태된 수정 날짜: 2022.06.13., 임신 일수: 46 일"
"9001","2022.07.29. 오후 10:07","Flex 태그 제거","170","제거된 태그: 10060168, 태그 종류: FLEX"
"9001","2022.07.29. 오후 10:07","양성","170","결과: 양성, 수태된 수정 날짜: 2022.04.10., 임신 일수: 110 일"
"0005","2022.07.29. 오후 10:07","Flex 태그 제거","119","제거된 태그: 10057984, 태그 종류: FLEX"
"0005","2022.07.29. 오후 10:06","양성","119","결과: 양성, 수태된 수정 날짜: 2022.05.11., 임신 일수: 79 일"
"8045","2022.07.29. 오후 10:06","Flex 태그 제거","185","제거된 태그: 10057890, 태그 종류: FLEX"
"8045","2022.07.29. 오후 10:06","양성","185","결과: 양성, 수태된 수정 날짜: 2022.03.22., 임신 일수: 129 일"
"0003","2022.07.29. 오후 10:06","Flex 태그 제거","158","제거된 태그: 10079594, 태그 종류: FLEX"
"0003","2022.07.29. 오후 10:06","양성","158","결과: 양성, 수태된 수정 날짜: 2022.04.07., 임신 일수: 113 일"
"3072","2022.07.29. 오후 10:05","Flex 태그 제거","145","제거된 태그: 10059141, 태그 종류: FLEX"
"3072","2022.07.29. 오후 10:05","양성","145","결과: 양성, 수태된 수정 날짜: 2022.04.28., 임신 일수: 92 일"
"7010","2022.07.29. 오후 10:05","Flex 태그 제거","139","제거된 태그: 10059977, 태그 종류: FLEX"
"7010","2022.07.29. 오후 10:05","양성","139","결과: 양성, 수태된 수정 날짜: 2022.05.24., 임신 일수: 66 일"
"119","2022.07.29. 오후 9:07","통증 / 스트레스","544","지속 시간: 19:40, 형태: 통증 스트레스"
"8073","2022.07.29. 오후 5:33","분만","1471","신규 분만 수: 3, 임신 일수: 290, 목적지 그룹: 2동"
"5017","2022.07.29. 오후 2:06","수정","53","수정 횟수: 1, 씨소: KPN950"
"1051","2022.07.29. 오후 2:03","수정","61","수정 횟수: 1, 씨소: KPN950"
"2028","2022.07.29. 오후 2:00","수정","142","수정 횟수: 2, 씨소: KPN950, 간격: 52"
"5017","2022.07.29. 오후 2:00","시스템 발정","53","발정 지수: 95.39"
"009","2022.07.29. 오후 1:00","시스템 발정","557","발정 지수: 89.89"
"0006","2022.07.29. 오전 11:00","시스템 발정","192","발정 지수: 94.06"
"1051","2022.07.29. 오전 8:00","시스템 발정","61","발정 지수: 94.9"
"7043","2022.07.29. 오전 6:00","시스템 발정","87","발정 지수: 91.48"
"2028","2022.07.29. 오전 5:00","시스템 발정","142","발정 지수: 96.75"
"0075","2022.07.29. 오전 1:14","통증 / 스트레스","756","지속 시간: 12:10, 형태: 통증 스트레스"
"5085","2022.07.28. 오후 9:00","시스템 건강","171","건강 지수: 69"
"5085","2022.07.28. 오후 7:22","통증 / 스트레스","171","지속 시간: 20:50, 형태: 통증 스트레스"
"0109","2022.07.28. 오후 7:05","통증 / 스트레스","588","지속 시간: 14:00, 형태: 통증 스트레스"
"7026","2022.07.28. 오전 3:00","시스템 발정","89","발정 지수: 69.34"
"0108","2022.07.27. 오후 8:39","통증 / 스트레스","589","지속 시간: 16:00, 형태: 통증 스트레스"
"4069","2022.07.27. 오후 8:00","시스템 건강","178","건강 지수: 76"
"4069","2022.07.27. 오후 7:41","통증 / 스트레스","178","지속 시간: 21:20, 형태: 통증 스트레스"
"8060","2022.07.27. 오후 5:57","분만","1502","신규 분만 수: 3, 임신 일수: 289, 목적지 그룹: 2동"
"0075","2022.07.27. 오후 4:00","시스템 건강","754","건강 지수: 76"
"7007","2022.07.27. 오후 2:48","통증 / 스트레스","85","지속 시간: 12:10, 형태: 통증 스트레스"
"0023","2022.07.27. 오전 3:19","통증 / 스트레스","161","지속 시간: 18:10, 형태: 통증 스트레스"
"0023","2022.07.27. 오전 3:00","시스템 건강","161","건강 지수: 75"
"009","2022.07.27. 오전 12:06","통증 / 스트레스","555","지속 시간: 12:10, 형태: 통증 스트레스"
"0034","2022.07.25. 오후 11:00","시스템 건강","86","건강 지수: 79"
"0013","2022.07.25. 오후 8:19","통증 / 스트레스","87","지속 시간: 14:50, 형태: 통증 스트레스"
"1051","2022.07.25. 오후 7:00","시스템 건강","57","건강 지수: 76"
"1051","2022.07.25. 오후 6:55","통증 / 스트레스","57","지속 시간: 22:30, 형태: 통증 스트레스"
"0019","2022.07.24. 오후 3:00","시스템 발정","73","발정 지수: 45.85"
"115","2022.07.24. 오후 1:59","수정","548","수정 횟수: 2, 씨소: KPN950, 간격: 20"
"0029","2022.07.24. 오후 1:55","수정","53","수정 횟수: 1, 씨소: KPN950"
"6084","2022.07.24. 오후 12:46","통증 / 스트레스","97","지속 시간: 17:50, 형태: 통증 스트레스"
"115","2022.07.24. 오전 9:00","시스템 발정","548","발정 지수: 95.48"
"0029","2022.07.24. 오전 4:00","시스템 발정","53","발정 지수: 97.68"
"7007","2022.07.24. 오전 3:00","시스템 발정","82","발정 지수: 69.93"
"005","2022.07.23. 오후 3:00","시스템 발정","565","발정 지수: 74.32"
"5085","2022.07.23. 오전 10:00","시스템 건강","166","건강 지수: 75"
"006","2022.07.23. 오전 6:00","시스템 발정","561","발정 지수: 60.7"
"4033","2022.07.22. 오후 10:00","시스템 발정","95","발정 지수: 46.63"
"8032","2022.07.22. 오후 1:52","수정","111","수정 횟수: 2, 씨소: KPN950, 간격: 65"
"9031","2022.07.22. 오후 1:51","수정","32","수정 횟수: 1, 씨소: KPN950"
"8032","2022.07.22. 오전 9:00","시스템 발정","111","발정 지수: 99.45"
"2054","2022.07.22. 오전 9:00","시스템 건강","194","건강 지수: 73"
"119","2022.07.21. 오후 11:00","시스템 건강","536","건강 지수: 79"
"6084","2022.07.21. 오후 9:00","시스템 건강","94","건강 지수: 78"
"6084","2022.07.21. 오후 8:40","통증 / 스트레스","94","지속 시간: 25:50, 형태: 통증 스트레스"
"7041","2022.07.21. 오후 8:00","시스템 발정","54","발정 지수: 84.2"
"119","2022.07.21. 오후 7:14","통증 / 스트레스","536","지속 시간: 20:00, 형태: 통증 스트레스"
"7039","2022.07.21. 오후 1:50","수정","94","수정 횟수: 2, 씨소: KPN950, 간격: 59"
"7039","2022.07.21. 오전 6:00","시스템 발정","94","발정 지수: 96.57"
"9019","2022.07.21. 오전 6:00","시스템 발정","146","발정 지수: 63.36"
"0014","2022.07.21. 오전 4:00","시스템 건강","160","건강 지수: 79"
"8032","2022.07.21. 오전 4:00","시스템 건강","110","건강 지수: 79"
"9019","2022.07.21. 오전 3:53","통증 / 스트레스","146","지속 시간: 14:30, 형태: 통증 스트레스"
"112","2022.07.21. 오전 2:00","시스템 건강","183","건강 지수: 79"
"0034","2022.07.21. 오전 12:38","통증 / 스트레스","82","지속 시간: 14:00, 형태: 통증 스트레스"
"112","2022.07.21. 오전 12:08","통증 / 스트레스","183","지속 시간: 21:10, 형태: 통증 스트레스"
"9050","2022.07.20. 오후 6:00","분만","1143","신규 분만 수: 2, 임신 일수: 288, 목적지 그룹: 2동"
"5028","2022.07.20. 오후 1:49","수정","92","수정 횟수: 3, 씨소: KPN950, 간격: 22"
"6069","2022.07.20. 오전 6:00","통증 / 스트레스","120","지속 시간: 25:40, 형태: 통증 스트레스"
"6069","2022.07.20. 오전 4:00","시스템 건강","120","건강 지수: 76"
"6084","2022.07.19. 오후 10:57","통증 / 스트레스","92","지속 시간: 23:40, 형태: 통증 스트레스"
"5028","2022.07.19. 오후 8:00","시스템 발정","91","발정 지수: 98.93"
"8102","2022.07.19. 오후 7:09","통증 / 스트레스","137","지속 시간: 15:20, 형태: 통증 스트레스"
"8102","2022.07.19. 오후 5:00","시스템 건강","137","건강 지수: 76"
"0014","2022.07.19. 오전 1:00","시스템 발정","158","발정 지수: 74.84"
"1054","2022.07.18. 오후 8:45","통증 / 스트레스","127","지속 시간: 17:40, 형태: 통증 스트레스"
"8056","2022.07.18. 오후 6:33","분만","1513","신규 분만 수: 3, 임신 일수: 293, 목적지 그룹: 2동"
"8052","2022.07.18. 오후 6:32","분만","1502","신규 분만 수: 2, 임신 일수: 293, 목적지 그룹: 2동"
"1054","2022.07.18. 오후 5:00","시스템 건강","127","건강 지수: 68"
"5032","2022.07.17. 오후 8:00","시스템 발정","146","발정 지수: 48.7"
"112","2022.07.17. 오후 8:00","시스템 건강","179","건강 지수: 77"
"3047","2022.07.16. 오후 5:33","수정","70","수정 횟수: 1, 씨소: KPN950"
"7210","2022.07.16. 오후 4:42","분만","1972","신규 분만 수: 4, 임신 일수: 286, 목적지 그룹: 2동"
"6057","2022.07.16. 오후 4:42","분만","2184","신규 분만 수: 5, 임신 일수: 288, 목적지 그룹: 2동"
"9022","2022.07.16. 오후 1:49","수정","56","수정 횟수: 1, 씨소: KPN950"
"1189","2022.07.16. 오후 1:06","분만","3872","신규 분만 수: 8, 임신 일수: 289, 목적지 그룹: 2동"
"0008","2022.07.16. 오후 1:06","분만","904","신규 분만 수: 1, 임신 일수: 291, 목적지 그룹: 2동"
"5019","2022.07.16. 오후 1:05","분만","2673","신규 분만 수: 6, 임신 일수: 294, 목적지 그룹: 2동"
"9242","2022.07.16. 오전 6:00","시스템 발정","79","발정 지수: 48.89"
"9022","2022.07.16. 오전 5:00","시스템 발정","56","발정 지수: 97.45"
"8045","2022.07.16. 오전 3:00","시스템 발정","172","발정 지수: 79.54"
"1054","2022.07.16. 오전 12:56","통증 / 스트레스","125","지속 시간: 14:20, 형태: 통증 스트레스"
"3047","2022.07.15. 오후 11:00","시스템 발정","69","발정 지수: 98.26"
"6069","2022.07.15. 오후 9:00","시스템 발정","115","발정 지수: 59.1"
"4054","2022.07.15. 오후 9:00","시스템 발정","78","발정 지수: 57.71"
"0026","2022.07.15. 오후 7:00","시스템 발정","93","발정 지수: 51.61"
"8021","2022.07.15. 오후 7:00","시스템 발정","96","발정 지수: 49.74"
"9251","2022.07.15. 오후 5:32","수정","53","수정 횟수: 1, 씨소: KPN950"
"6084","2022.07.15. 오후 3:00","시스템 건강","88","건강 지수: 79"
"7074","2022.07.15. 오후 2:00","시스템 발정","166","발정 지수: 76.15"
"6084","2022.07.15. 오후 12:47","통증 / 스트레스","88","지속 시간: 23:10, 형태: 통증 스트레스"
"9251","2022.07.15. 오전 6:00","시스템 발정","53","발정 지수: 98.79"
"6069","2022.07.14. 오후 8:12","통증 / 스트레스","114","지속 시간: 15:20, 형태: 통증 스트레스"
"5046","2022.07.14. 오전 4:00","시스템 발정","144","발정 지수: 88.31"
"8065","2022.07.13. 오전 11:19","분만","1482","신규 분만 수: 2, 임신 일수: 292, 목적지 그룹: 2동"
"5090","2022.07.13. 오전 11:18","그룹 변경","2402","새 그룹: 2동, 이전 그룹: 3동"
"5090","2022.07.13. 오전 11:18","분만","2402","신규 분만 수: 5, 임신 일수: 293, 목적지 그룹: 2동"
"3022","2022.07.13. 오전 11:18","분만","3412","신규 분만 수: 6, 임신 일수: 297, 목적지 그룹: 2동"
"6041","2022.07.13. 오전 8:00","시스템 발정","89","발정 지수: 98.73"
"3067","2022.07.13. 오전 7:00","시스템 발정","67","발정 지수: 80.93"
"0047","2022.07.12. 오전 12:00","시스템 발정","80","발정 지수: 69.45"
"7007","2022.07.11. 오후 7:00","시스템 발정","69","발정 지수: 77.39"
"0034","2022.07.11. 오후 5:29","수정","72","수정 횟수: 1, 씨소: KPN950"
"0034","2022.07.11. 오후 4:00","시스템 발정","72","발정 지수: 94.54"
"9046","2022.07.11. 오전 11:19","분만","1142","신규 분만 수: 2, 임신 일수: 284, 목적지 그룹: 2동"
"5011","2022.07.11. 오전 7:00","시스템 발정","86","발정 지수: 90.18"
"5007","2022.07.11. 오전 12:00","시스템 건강","95","건강 지수: 78"
"5007","2022.07.10. 오후 11:36","통증 / 스트레스","94","지속 시간: 19:50, 형태: 통증 스트레스"
"7007","2022.07.10. 오후 9:00","시스템 건강","68","건강 지수: 78"
"7007","2022.07.10. 오후 8:43","통증 / 스트레스","68","지속 시간: 17:40, 형태: 통증 스트레스"
"0041","2022.07.10. 오후 5:27","수정","86","수정 횟수: 1, 씨소: KPN950"
"6084","2022.07.10. 오후 2:41","통증 / 스트레스","83","지속 시간: 27:50, 형태: 통증 스트레스"
"0041","2022.07.10. 오전 7:00","시스템 발정","86","발정 지수: 97.26"
"8024","2022.07.10. 오전 4:00","시스템 발정","96","발정 지수: 99.04"
"005","2022.07.10. 오전 12:27","통증 / 스트레스","552","지속 시간: 15:20, 형태: 통증 스트레스"
"3517","2022.07.09. 오전 6:00","시스템 건강","152","건강 지수: 77"
"1093","2022.07.09. 오전 5:00","시스템 발정","80","발정 지수: 89.39"
"5032","2022.07.09. 오전 1:00","시스템 발정","138","발정 지수: 73.03"
"8080","2022.07.08. 오후 6:50","분만","1442","신규 분만 수: 3, 임신 일수: 287, 목적지 그룹: 2동"
"4025","2022.07.08. 오후 3:04","수정","40","수정 횟수: 1, 씨소: KPN950"
"6077","2022.07.08. 오후 3:04","수정","41","수정 횟수: 1, 씨소: KPN950"
"2018","2022.07.08. 오후 3:03","수정","76","수정 횟수: 2, 씨소: KPN950, 간격: 21"
"006","2022.07.08. 오후 3:03","수정","546","수정 횟수: 2, 씨소: KPN950, 간격: 39"
"7026","2022.07.08. 오후 3:00","시스템 발정","69","발정 지수: 86.93"
"6077","2022.07.08. 오후 12:00","시스템 발정","41","발정 지수: 92.2"
"8058","2022.07.08. 오전 11:06","분만","1503","신규 분만 수: 3, 임신 일수: 284, 목적지 그룹: 2동"
"8097","2022.07.08. 오전 11:06","분만","1324","신규 분만 수: 2, 임신 일수: 289, 목적지 그룹: 2동"
"9002","2022.07.08. 오전 10:00","시스템 발정","169","발정 지수: 95.65"
"4025","2022.07.08. 오전 7:00","시스템 발정","40","발정 지수: 91.34"
"10147","2022.07.08. 오전 6:00","시스템 발정","192","발정 지수: 77.53"
"2018","2022.07.08. 오전 5:00","시스템 발정","76","발정 지수: 94.54"
"009","2022.07.08. 오전 2:00","시스템 발정","536","발정 지수: 92.62"
"110","2022.07.08. 오전 12:00","시스템 건강","536","건강 지수: 79"
"006","2022.07.07. 오후 3:00","시스템 발정","545","발정 지수: 54.03"
"5017","2022.07.07. 오후 2:00","시스템 발정","31","발정 지수: 80.6"
"3067","2022.07.07. 오전 6:00","시스템 건강","61","건강 지수: 79"
"6084","2022.07.07. 오전 4:52","통증 / 스트레스","80","지속 시간: 24:00, 형태: 통증 스트레스"
"110","2022.07.07. 오전 1:59","통증 / 스트레스","535","지속 시간: 12:50, 형태: 통증 스트레스"
"005","2022.07.06. 오후 10:16","통증 / 스트레스","548","지속 시간: 17:20, 형태: 통증 스트레스"
"9251","2022.07.06. 오후 8:52","통증 / 스트레스","44","지속 시간: 17:00, 형태: 통증 스트레스"
"6039","2022.07.06. 오후 7:01","분만","2247","신규 분만 수: 5, 임신 일수: 292, 목적지 그룹: 3동"
"7007","2022.07.06. 오후 3:00","시스템 발정","64","발정 지수: 76.48"
"1051","2022.07.06. 오후 12:00","시스템 발정","38","발정 지수: 84.54"
"3517","2022.07.06. 오전 6:58","통증 / 스트레스","149","지속 시간: 45:00, 형태: 통증 스트레스"
"0019","2022.07.06. 오전 12:13","통증 / 스트레스","55","지속 시간: 12:00, 형태: 통증 스트레스"
"9251","2022.07.05. 오후 8:51","통증 / 스트레스","43","지속 시간: 14:20, 형태: 통증 스트레스"
"9251","2022.07.05. 오후 7:00","시스템 건강","43","건강 지수: 79"
"3517","2022.07.05. 오후 5:00","시스템 건강","148","건강 지수: 66"
"5069","2022.07.05. 오후 3:03","수정","90","수정 횟수: 2, 씨소: KPN950, 간격: 49"
"5069","2022.07.05. 오전 10:00","시스템 발정","90","발정 지수: 89.12"
"5048","2022.07.04. 오후 6:12","분만","2598","신규 분만 수: 5, 임신 일수: 291, 목적지 그룹: 2동"
"0018","2022.07.04. 오후 6:12","분만","851","신규 분만 수: 1, 임신 일수: 287, 목적지 그룹: 1동"
"115","2022.07.04. 오후 3:02","수정","528","수정 횟수: 1, 씨소: KPN950"
"0047","2022.07.04. 오후 3:02","수정","72","수정 횟수: 1, 씨소: KPN950"
"7046","2022.07.04. 오후 3:01","수정","42","수정 횟수: 1, 씨소: KPN950"
"3040","2022.07.04. 오후 12:00","시스템 건강","381","건강 지수: 75"
"0019","2022.07.04. 오전 11:00","시스템 건강","53","건강 지수: 69"
"7046","2022.07.04. 오전 6:00","시스템 발정","42","발정 지수: 94"
"0047","2022.07.04. 오전 5:00","시스템 발정","72","발정 지수: 91.65"
"5280","2022.07.04. 오전 4:00","시스템 건강","100","건강 지수: 78"
"115","2022.07.04. 오전 2:00","시스템 발정","528","발정 지수: 83.04"
"7047","2022.07.03. 오후 9:00","시스템 건강","58","건강 지수: 78"
"5031","2022.07.03. 오전 5:00","시스템 발정","130","발정 지수: 47.31"
"4025","2022.07.02. 오후 9:00","시스템 건강","34","건강 지수: 78"
"7052","2022.07.02. 오후 7:35","분만","1881","신규 분만 수: 4, 임신 일수: 282, 목적지 그룹: 2동"
"5082","2022.07.02. 오후 7:34","분만","2415","신규 분만 수: 5, 임신 일수: 285, 목적지 그룹: 2동"
"0019","2022.07.02. 오후 2:00","시스템 발정","51","발정 지수: 90.25"
"0041","2022.07.02. 오전 8:00","시스템 건강","78","건강 지수: 75"
"112","2022.07.02. 오전 7:00","시스템 발정","164","발정 지수: 72.31"
"7043","2022.07.02. 오전 6:00","시스템 발정","60","발정 지수: 94.68"
"7007","2022.07.02. 오전 6:00","시스템 발정","60","발정 지수: 92.75"
"2028","2022.07.02. 오전 6:00","시스템 발정","115","발정 지수: 96.26"
"6002","2022.07.02. 오전 6:00","시스템 건강","92","건강 지수: 79"
"9019","2022.07.02. 오전 6:00","시스템 건강","127","건강 지수: 76"
"0029","2022.07.02. 오전 5:00","시스템 발정","31","발정 지수: 94.43"
"0025","2022.07.02. 오전 5:00","시스템 건강","102","건강 지수: 67"
"9019","2022.07.02. 오전 3:46","통증 / 스트레스","127","지속 시간: 14:20, 형태: 통증 스트레스"
"7039","2022.07.02. 오전 3:00","시스템 발정","75","발정 지수: 95.01"
"0025","2022.07.02. 오전 2:47","통증 / 스트레스","102","지속 시간: 18:00, 형태: 통증 스트레스"
"0034","2022.07.02. 오전 2:36","통증 / 스트레스","63","지속 시간: 14:30, 형태: 통증 스트레스"
"7100","2022.07.01. 오후 7:34","분만","1666","신규 분만 수: 3, 임신 일수: 288, 목적지 그룹: 2동"
"8029","2022.07.01. 오후 7:33","분만","1522","신규 분만 수: 3, 임신 일수: 288, 목적지 그룹: 2동"
"4066","2022.07.01. 오후 3:01","수정","40","수정 횟수: 1, 씨소: KPN950"
"005","2022.07.01. 오후 3:00","시스템 발정","543","발정 지수: 74.34"
"7026","2022.07.01. 오전 1:54","통증 / 스트레스","62","지속 시간: 17:40, 형태: 통증 스트레스"
"7026","2022.07.01. 오전 12:00","시스템 건강","62","건강 지수: 78"
"4066","2022.06.30. 오후 8:00","시스템 발정","39","발정 지수: 83.04"
"4033","2022.06.30. 오후 2:59","수정","73","수정 횟수: 2, 씨소: KPN950, 간격: 21"
"8032","2022.06.30. 오전 11:00","시스템 발정","89","발정 지수: 99.34"
"4033","2022.06.30. 오전 8:00","시스템 발정","73","발정 지수: 98.68"
"5085","2022.06.30. 오전 4:00","시스템 발정","143","발정 지수: 73.59"
"7073","2022.06.29. 오후 5:54","분만","1830","신규 분만 수: 5, 임신 일수: 286, 목적지 그룹: 2동"
"4052","2022.06.29. 오후 4:07","분만","2901","신규 분만 수: 5, 임신 일수: 288, 목적지 그룹: 2동"
"6084","2022.06.29. 오후 2:56","수정","72","수정 횟수: 1, 씨소: KPN950"
"5032","2022.06.29. 오후 12:00","시스템 발정","128","발정 지수: 67.29"
"6084","2022.06.28. 오후 11:00","시스템 발정","71","발정 지수: 93.75"
"8032","2022.06.28. 오후 11:00","시스템 발정","87","발정 지수: 73.56"
"5007","2022.06.28. 오후 10:00","시스템 건강","82","건강 지수: 79"
"5028","2022.06.28. 오후 2:58","수정","70","수정 횟수: 2, 씨소: KPN950, 간격: 18"
"7006","2022.06.28. 오후 2:58","수정","73","수정 횟수: 1, 씨소: KPN950"
"114","2022.06.28. 오후 2:57","수정","525","수정 횟수: 1, 씨소: KPN950"
"114","2022.06.28. 오후 1:00","시스템 발정","525","발정 지수: 90.01"
"7006","2022.06.28. 오후 12:00","시스템 발정","73","발정 지수: 87.78"
"0001","2022.06.28. 오후 12:00","시스템 건강","130","건강 지수: 79"
"5028","2022.06.28. 오전 8:00","시스템 발정","70","발정 지수: 96.06"
"8102","2022.06.28. 오전 7:00","시스템 발정","116","발정 지수: 63.6"
"0014","2022.06.28. 오전 4:00","시스템 발정","137","발정 지수: 65.37"
"8102","2022.06.28. 오전 1:00","시스템 건강","116","건강 지수: 77"
"8102","2022.06.28. 오전 12:57","통증 / 스트레스","116","지속 시간: 15:20, 형태: 통증 스트레스"
"0075","2022.06.27. 오후 10:00","시스템 발정","724","발정 지수: 61.77"
"8048","2022.06.27. 오후 9:00","시스템 발정","82","발정 지수: 46.99"
"6069","2022.06.27. 오후 2:56","수정","97","수정 횟수: 2, 씨소: KPN950, 간격: 41"
"5057","2022.06.27. 오후 2:00","시스템 발정","85","발정 지수: 45.5"
"5032","2022.06.27. 오전 8:00","시스템 발정","126","발정 지수: 94.57"
"6069","2022.06.27. 오전 5:00","시스템 발정","97","발정 지수: 96.89"
"5085","2022.06.27. 오전 4:00","시스템 발정","140","발정 지수: 90.84"
"7074","2022.06.26. 오후 1:00","시스템 발정","147","발정 지수: 47.86"
"8054","2022.06.26. 오전 10:39","분만","1471","신규 분만 수: 3, 임신 일수: 281, 목적지 그룹: 2동"
"9221","2022.06.25. 오후 7:16","수정","66","수정 횟수: 1, 씨소: KPN950"
"4054","2022.06.25. 오후 7:15","수정","58","수정 횟수: 2, 씨소: KPN950, 간격: 19"
"7010","2022.06.25. 오후 7:00","시스템 발정","105","발정 지수: 48.46"
"9035","2022.06.25. 오후 6:08","분만","1138","신규 분만 수: 2, 임신 일수: 287, 목적지 그룹: 2동"
"4054","2022.06.25. 오전 8:00","시스템 발정","58","발정 지수: 95.34"
"9221","2022.06.25. 오전 7:00","시스템 발정","66","발정 지수: 95.4"
"6084","2022.06.24. 오후 8:52","통증 / 스트레스","67","지속 시간: 25:50, 형태: 통증 스트레스"
"8039","2022.06.24. 오후 2:45","분만","1497","신규 분만 수: 3, 임신 일수: 290, 목적지 그룹: 2동"
"0036","2022.06.24. 오전 9:34","분만","800","신규 분만 수: 1, 임신 일수: 288, 목적지 그룹: 3동"
"3047","2022.06.24. 오전 7:00","시스템 발정","48","발정 지수: 92.92"
"9022","2022.06.24. 오전 3:00","시스템 발정","34","발정 지수: 63.63"
"9251","2022.06.23. 오전 11:00","시스템 발정","31","발정 지수: 91.7"
"0047","2022.06.23. 오전 3:00","시스템 발정","61","발정 지수: 94.51"
"7046","2022.06.23. 오전 2:00","시스템 발정","31","발정 지수: 54.07"
"6084","2022.06.22. 오후 11:00","시스템 건강","65","건강 지수: 78"
"6084","2022.06.22. 오후 10:45","통증 / 스트레스","65","지속 시간: 23:50, 형태: 통증 스트레스"
"7039","2022.06.22. 오후 8:00","시스템 건강","65","건강 지수: 69"
"7039","2022.06.22. 오후 7:31","통증 / 스트레스","65","지속 시간: 17:30, 형태: 통증 스트레스"
"7047","2022.06.22. 오후 7:15","수정","47","수정 횟수: 1, 씨소: KPN950"
"9251","2022.06.22. 오후 7:00","시스템 건강","30","건강 지수: 79"
"7045","2022.06.22. 오후 4:19","통증 / 스트레스","50","지속 시간: 18:20, 형태: 통증 스트레스"
"3047","2022.06.22. 오후 12:00","시스템 발정","46","발정 지수: 89.23"
"6041","2022.06.22. 오전 11:00","시스템 발정","68","발정 지수: 94.59"
"7036","2022.06.22. 오전 11:00","시스템 발정","195","발정 지수: 92.2"
"0006","2022.06.22. 오전 11:00","시스템 건강","155","건강 지수: 71"
"8045","2022.06.22. 오전 7:00","시스템 발정","148","발정 지수: 62.17"
"6041","2022.06.22. 오전 4:00","시스템 건강","68","건강 지수: 78"
"8032","2022.06.22. 오전 2:02","통증 / 스트레스","81","지속 시간: 14:30, 형태: 통증 스트레스"
"8032","2022.06.22. 오전 2:00","시스템 건강","81","건강 지수: 79"
"110","2022.06.22. 오전 1:59","통증 / 스트레스","520","지속 시간: 16:40, 형태: 통증 스트레스"
"6041","2022.06.21. 오후 8:14","통증 / 스트레스","67","지속 시간: 26:20, 형태: 통증 스트레스"
"7047","2022.06.21. 오후 8:00","시스템 발정","46","발정 지수: 96.7"
"7043","2022.06.21. 오후 7:15","수정","49","수정 횟수: 1, 씨소: KPN950"
"2054","2022.06.21. 오후 2:50","통증 / 스트레스","163","지속 시간: 12:00, 형태: 통증 스트레스"
"7043","2022.06.21. 오후 2:00","시스템 발정","49","발정 지수: 96.85"
"9002","2022.06.21. 오후 2:00","시스템 건강","152","건강 지수: 78"
"2028","2022.06.21. 오전 11:00","시스템 발정","104","발정 지수: 50.92"
"5046","2022.06.21. 오전 6:00","시스템 발정","121","발정 지수: 94.51"
"0024","2022.06.21. 오전 4:00","시스템 건강","114","건강 지수: 71"
"9251","2022.06.21. 오전 12:48","통증 / 스트레스","29","지속 시간: 12:40, 형태: 통증 스트레스"
"201","2022.06.21. 오전 12:38","통증 / 스트레스","530","지속 시간: 22:30, 형태: 통증 스트레스"
"1054","2022.06.20. 오후 8:49","통증 / 스트레스","99","지속 시간: 18:20, 형태: 통증 스트레스"
